medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
7391833,AB16DD0DF9077177ED8B15A210178218,829DD862B3813F3B72A9B65C0EAD0DFA,2013-01-16 17:30:12,-73.978287,40.766521
AB16DD0DF9077177ED8B15A210178218,829DD862B3813F3B72A9B65C0EAD0DFA,CMT,1,N,2013-01-16 17:31:08,2013-01-16 17:36:44,1,336,.80,-73.977623,40.766243,-73.97094,40.759087
659348,132DCED0C0D70E6557992F9ED64A18D5,8EAD39912D611E44FD09D255BB15FF2E,2013-01-16 08:26:00,-73.974289,40.756683
132DCED0C0D70E6557992F9ED64A18D5,8EAD39912D611E44FD09D255BB15FF2E,VTS,1,,2013-01-16 08:30:00,2013-01-16 08:38:00,5,480,1.10,-73.977585,40.753456,-73.977753,40.762985
7295935,A33F882891A8A1138906A43C3987EB88,373489885901380C61903F933E9380FC,2013-01-16 08:54:43,-73.972008,40.757797
A33F882891A8A1138906A43C3987EB88,373489885901380C61903F933E9380FC,CMT,1,N,2013-01-16 09:06:21,2013-01-16 09:15:49,1,568,1.40,-73.976234,40.751595,-73.978867,40.737034
645926,DFBB078E527A6939321740FF4B044AC9,0DA0622527F6B00572CED545D0999585,2013-01-16 08:03:00,-73.983627,40.761406
DFBB078E527A6939321740FF4B044AC9,0DA0622527F6B00572CED545D0999585,VTS,1,,2013-01-16 08:07:00,2013-01-16 08:14:00,3,420,1.16,-73.990143,40.756496,-73.975395,40.760239
802188,02928AFF13D7E2BEA7FC7988527965F5,78F3E4885288384F944EF0E1DDB01DC2,2013-01-16 18:02:00,-73.985321,40.763603
02928AFF13D7E2BEA7FC7988527965F5,78F3E4885288384F944EF0E1DDB01DC2,VTS,1,,2013-01-16 18:09:00,2013-01-16 18:11:00,4,120,.53,-73.979057,40.759037,-73.988457,40.751286
633882,05957CAE639FBEF3437C288251786169,562D9CC4B08F3E707D7306A3D9E8D9F8,2013-01-16 06:56:00,-73.975769,40.761379
05957CAE639FBEF3437C288251786169,562D9CC4B08F3E707D7306A3D9E8D9F8,VTS,1,,2013-01-16 07:03:00,2013-01-16 07:13:00,1,600,1.84,-73.981041,40.78157,-73.98381,40.760448
7475811,3F13D5C7C5E7E54F4DE7B5BF124AC2E4,E745B08B5A4A65F7350C64D6BAF366A3,2013-01-16 17:39:00,-73.983665,40.767025
3F13D5C7C5E7E54F4DE7B5BF124AC2E4,E745B08B5A4A65F7350C64D6BAF366A3,CMT,1,N,2013-01-16 17:49:44,2013-01-16 18:12:32,1,1367,4.60,-73.981331,40.77924,-73.985733,40.732697
650706,09BE637273FF37158ACF729AA960F449,2D7ECEB01B0017F2D04F992CBAC5C6A9,2013-01-16 08:37:00,-73.972733,40.758316
09BE637273FF37158ACF729AA960F449,2D7ECEB01B0017F2D04F992CBAC5C6A9,VTS,1,,2013-01-16 08:44:00,2013-01-16 08:49:00,2,300,.94,-73.980362,40.753883,-73.988258,40.743237
4120737,E1DA4192F1F3665A930B6F740ABA73BE,C05D41FF0B4A876AAC8C84C347ED2D1B,2013-01-16 08:51:36,-73.98233,40.767529
E1DA4192F1F3665A930B6F740ABA73BE,C05D41FF0B4A876AAC8C84C347ED2D1B,CMT,1,N,2013-01-16 08:54:29,2013-01-16 08:54:29,1,0,.00,-73.983917,40.769848,0,0
695712,240BE22AD895490806547FF826B25797,B369A4722C94165DCB360F4EB98093A2,2013-01-16 11:30:00,-73.96772,40.760376
240BE22AD895490806547FF826B25797,B369A4722C94165DCB360F4EB98093A2,VTS,1,,2013-01-16 11:32:00,2013-01-16 11:39:00,1,420,.99,-73.966423,40.764797,-73.957153,40.766567
826240,9B6A7942D02E1977A06A471C8FF6107C,3E2D2C56FFAFFCAA7E3D5B18B57B0126,2013-01-16 21:23:00,-73.97448,40.757526
9B6A7942D02E1977A06A471C8FF6107C,3E2D2C56FFAFFCAA7E3D5B18B57B0126,VTS,1,,2013-01-16 21:24:00,2013-01-16 21:39:00,2,900,3.58,-73.972244,40.758434,-74.004402,40.732861
645951,F6159237810614D8132DBBF0333DC13B,303637A77AA93EC2941B0FEB8827D33C,2013-01-16 06:54:00,-73.980415,40.761486
F6159237810614D8132DBBF0333DC13B,303637A77AA93EC2941B0FEB8827D33C,VTS,1,,2013-01-16 07:03:00,2013-01-16 07:08:00,2,300,1.21,-73.982841,40.763512,-73.973953,40.762386
755309,199645BE1D752AEF155DC36D00CCA269,8FCC2E172C308B81CECE6381424DEE0B,2013-01-16 16:23:00,-73.976852,40.764133
199645BE1D752AEF155DC36D00CCA269,8FCC2E172C308B81CECE6381424DEE0B,VTS,1,,2013-01-16 16:31:00,2013-01-16 16:35:00,1,240,.55,-73.957642,40.782467,-73.956993,40.778358
658710,CE6D3C4070FA246E2E1742910FC435EB,F5C3F8509FC3AA3468062523C73C523C,2013-01-16 09:11:00,-73.979691,40.761658
CE6D3C4070FA246E2E1742910FC435EB,F5C3F8509FC3AA3468062523C73C523C,VTS,1,,2013-01-16 09:21:00,2013-01-16 09:33:00,1,720,1.23,-73.969009,40.764091,-73.982391,40.763355
670392,CD502710B2469A1EAE9BCDC19CF735E7,05813BFE89F24C69BC52F0570B8ABB0E,2013-01-16 09:48:00,-73.968216,40.755054
CD502710B2469A1EAE9BCDC19CF735E7,05813BFE89F24C69BC52F0570B8ABB0E,VTS,1,,2013-01-16 09:54:00,2013-01-16 10:13:00,1,1140,2.36,-73.971848,40.750576,-73.993607,40.729355
793531,5D2872B1C8DCBD419BB603D932FDDF9F,3540A0E8F8BCEFBD7C665819222EF2B0,2013-01-16 19:55:00,-73.962601,40.754871
5D2872B1C8DCBD419BB603D932FDDF9F,3540A0E8F8BCEFBD7C665819222EF2B0,VTS,1,,2013-01-16 19:58:00,2013-01-16 20:05:00,1,420,2.06,-73.970291,40.755501,-73.949989,40.775284
7206935,3B53880AAB05086A1D3495BFD7B79E0C,A4AEA4FED70752654EBAAA67F2A343B5,2013-01-16 12:03:31,-73.987411,40.76862
3B53880AAB05086A1D3495BFD7B79E0C,A4AEA4FED70752654EBAAA67F2A343B5,CMT,1,N,2013-01-16 12:07:19,2013-01-16 12:20:50,1,810,1.30,-73.987091,40.766174,-73.995415,40.74971
801447,DB9C06A85E95FD70421DFFD94BE9022D,169FC5ADF4631306E7E437B6B8FFA4ED,2013-01-16 19:12:00,-73.98613,40.763191
DB9C06A85E95FD70421DFFD94BE9022D,169FC5ADF4631306E7E437B6B8FFA4ED,VTS,1,,2013-01-16 19:33:00,2013-01-16 19:51:00,1,1080,4.45,-73.995346,40.754589,-74.011635,40.704243
668327,FED8DEEA16C86B89BE759E636D6A5A83,52708FB0AEBD4FEBD89F4397FC503EA2,2013-01-16 04:55:00,-73.988312,40.769608
FED8DEEA16C86B89BE759E636D6A5A83,52708FB0AEBD4FEBD89F4397FC503EA2,VTS,1,,2013-01-16 05:13:00,2013-01-16 05:35:00,1,1320,11.50,-73.984116,40.76096,-73.870293,40.772938
7274916,46D8364DDA0DFC3B93D6E3F4B2C46CFB,445D30A79BFC47ACFD840ECFD4185CC9,2013-01-16 08:26:03,-73.963814,40.757374
46D8364DDA0DFC3B93D6E3F4B2C46CFB,445D30A79BFC47ACFD840ECFD4185CC9,CMT,1,N,2013-01-16 08:27:32,2013-01-16 08:38:48,1,675,1.20,-73.96357,40.757465,-73.983498,40.766846
7044808,83D8E776A05EEF731E4617F3CC9A1572,72004D8BA8CD191D802FC9C2BF73D13C,2013-01-16 11:27:36,-73.979187,40.762814
83D8E776A05EEF731E4617F3CC9A1572,72004D8BA8CD191D802FC9C2BF73D13C,CMT,1,N,2013-01-16 11:38:28,2013-01-16 11:47:36,1,548,1.40,-73.959816,40.769138,-73.971214,40.751308
671295,647E33016ADAD0E4DAC3D659FC82320B,9DD577E2DF1B1B71C0F0AAD883AB81F1,2013-01-16 10:59:00,-73.974289,40.763531
647E33016ADAD0E4DAC3D659FC82320B,9DD577E2DF1B1B71C0F0AAD883AB81F1,VTS,1,,2013-01-16 11:14:00,2013-01-16 11:44:00,1,1800,5.23,-73.983932,40.760559,-74.01442,40.703037
4247284,1FD758B30E864D2536032187A7F4A026,30AC3F0D3D2FCAA669830063A60F4FFD,2013-01-16 22:33:50,-73.965195,40.753056
1FD758B30E864D2536032187A7F4A026,30AC3F0D3D2FCAA669830063A60F4FFD,CMT,1,N,2013-01-16 22:37:58,2013-01-16 22:52:00,1,842,4.20,-73.971298,40.758465,-73.965752,40.804634
